"","Datasets","volume","center_x","center_y","MERFISH_cell_type_annotation","Region","Excitatory_vs_Inhibitory","Segment","Gender","Mouse_ID","AP_position","Section_ID"
"2795903600544200060","20240613",2277.724609375,6762.49191919179,9441.85426178355,"DH_ex_Grpr",1,"excitatory",2,"male","M5",1,"0613_M5_C"
"2795103300332100030","20240610",4299.23291015625,5181.54005624843,2439.78889848775,"astrocyte_1",NA,NA,NA,"male","M5",4,"0610_M5_T"
"2795584800589100125","20240610",3336.8818359375,3727.51747472672,8409.41522143898,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0610_F5_C"
"2656143800128100017","20240328",1776.49206542969,2007.93648739919,3752.60352127592,"MV_ex_Syt2",4,"excitatory",14,"male","M3",1,"0328_M3_C"
"2707604000110100203","20240415",1577.42065429688,5868.93600812847,9504.25133377405,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2707604700272100156","20240415",2166.7216796875,4191.15299208371,8389.74294769502,"endothelial",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2795903600031100177","20240613",5972.57421875,1469.63961125107,4249.48991877976,"M_ex_Vsx2/Shox2",3,"excitatory",20,"male","M5",3,"0613_M5_S"
"2796212800664100186","20240613",3793.95874023438,9435.62543316744,5754.703285417,"MV_ex_Syt2",4,"excitatory",14,"female","F5",1,"0613_F5_C"
"2795584800588100034","20240610",3124.3505859375,3426.69976773331,8278.14979042789,"MV_in_Esrrb",4,"inhibitory",14,"female","F5",1,"0610_F5_C"
"2787889600277100054","20240503",894.50341796875,9274.34643491055,7790.48068351037,"meninges_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2787889600095100121","20240503",3424.86840820312,8722.60622814484,6444.71514188003,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2945606900000029531","20240328",885.734985351562,5338.32630792848,9993.67251452301,"oligodendrocyte_1",NA,NA,NA,"female","F1",3,"0328_F1_S"
"2787889600450100232","20240503",2550.56005859375,7337.49563110387,9302.45822358265,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2707604700390100073","20240415",3295.97729492188,3529.62525155136,9739.16631082681,"oligodendrocyte_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2787445900693100023","20240503",3052.35864257812,7647.23280537128,4954.26320703579,"MV_ex_Syt2",4,"excitatory",14,"female","F3",1,"0503_F3_C"
"2795103300233100072","20240610",3358.615234375,6662.60779091832,1632.33010957018,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0610_M4_L"
"2787445900400100148","20240503",1561.62780761719,8599.77593522868,2870.95527514024,"oligodendrocyte_1",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2787445900226100033","20240503",3325.849609375,1223.74852523964,1604.6555081835,"endothelial",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2795103300400100174","20240610",3697.92529296875,4608.04629269711,3099.60192764812,"DH_ex_Reln/Nmur2",1,"excitatory",3,"male","M5",4,"0610_M5_T"
"2707604700086100238","20240415",5862.08544921875,5914.96349209649,6172.11073770723,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2796212800494200034","20240613",5185.2412109375,6616.57169027999,4157.81565641658,"oligodendrocyte_1",NA,NA,NA,"female","F4",2,"0613_F4_L"
"2707604700044100127","20240415",2636.95947265625,7589.80094765942,5622.53120983788,"astrocyte_1",NA,NA,NA,"male","M3",3,"0415_M3_S"
"2707604700091100092","20240415",5107.72216796875,7255.8736440666,6087.90357705741,"DH_ex_Maf/Cck",1,"excitatory",10,"male","M3",3,"0415_M3_S"
"2707604700084200064","20240415",1624.52270507812,5280.13030712193,6048.40350915224,"ependymal",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2707604700366100214","20240415",3935.3388671875,3640.47947608595,9596.51379561063,"oligodendrocyte_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2787889600055100044","20240503",2661.53149414062,7647.60855833744,6233.67574681155,"oligodendrocyte_2",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2707604800143100337","20240415",982.771423339844,4844.85898966948,4898.18449803675,"DH_ex_Reln",1,"excitatory",6,"male","M1",2,"0415_M1_L"
"2726544600028100160","20240422",1439.1025390625,756.026114120461,6874.66288137482,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F1",1,"0422_F1_C"
"2796212800422100057","20240613",3777.12866210938,4440.96696008695,3698.96328407945,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",2,"0613_F3_L"
"2787445900502100020","20240503",3664.37646484375,5889.90803777764,3549.97874879176,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2796212800756200038","20240613",3098.60791015625,8444.62512075529,6445.20251222816,"oligodendrocyte_2",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2796212800238100207","20240613",4342.7666015625,6487.82317613717,2063.38006283657,"alpha_motoneuron",NA,NA,22,"female","F5",2,"0613_F5_L"
"2787445900358100094","20240503",1354.38354492188,7149.28429230081,2581.37051956294,"oligodendrocyte_progenitor_1",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2795584800391100090","20240610",3598.07250976562,8903.50731271924,6703.08238442329,"gamma_motoneuron",NA,NA,22,"female","F4",3,"0610_F4_S"
"2796212800418100022","20240613",1999.87353515625,3365.34937907616,3538.20371297759,"MV_in_Sema5b",4,"inhibitory",15,"female","F3",3,"0613_F3_S"
"2707604700155100038","20240415",1698.59143066406,5027.83335685769,6863.20118916116,"endothelial",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2795584800353100199","20240610",1599.41845703125,8321.13130885898,6543.93679682337,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0610_F4_S"
"2707604700133100099","20240415",3182.43774414062,5601.1204573143,6655.29170545645,"astrocyte_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2795103300233100258","20240610",2572.31079101562,6782.23099512211,1776.18439211103,"DH_ex_Grpr",1,"excitatory",2,"male","M4",2,"0610_M4_L"
"2795903600438100298","20240613",1483.40698242188,6300.00947991034,8466.81266750619,"DH_ex_Reln",1,"excitatory",6,"male","M5",1,"0613_M5_C"
"2726544600431100063","20240422",2471.12866210938,4368.57092490388,10948.8193971871,"MV_ex_Syt2",4,"excitatory",14,"female","F1",2,"0422_F1_L"
"2795903600454100196","20240613",3298.19018554688,3477.45712543864,8760.98669003633,"oligodendrocyte_2",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2795584800416100124","20240610",4211.58984375,5866.66152630548,7012.46671246289,"endothelial",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2656144900113100206","20240328",2010.60876464844,8432.35338166579,1287.90154605071,"MV_ex_Shox2",4,"excitatory",18,"male","M1",1,"0328_M1_C"
"2795903600115100122","20240613",4401.7998046875,3129.31640065838,4982.10445882232,"M_in_Tfap2b",3,"inhibitory",12,"male","M5",2,"0613_M5_L"
"2796212800667100273","20240613",2703.8935546875,10376.2044646405,5752.47320617083,"oligodendrocyte_1",NA,NA,NA,"female","F5",1,"0613_F5_C"
"2707604800383100170","20240415",4306.7822265625,1419.91828245251,8168.66302331083,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",1,"0415_M1_C"
"2795903600669100297","20240613",4137.81591796875,5481.87064132118,11043.7202905181,"MV_ex_Shox2",4,"excitatory",18,"male","M4",1,"0613_M4_C"
"2726543700464100188","20240422",3476.7255859375,4995.73592244426,7634.48906295639,"astrocyte_1",NA,NA,NA,"male","M3",2,"0422_M3_L"
"2787445900688100093","20240503",4112.818359375,6285.93413177168,5204.79003330074,"oligodendrocyte_2",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2787889600412100086","20240503",1593.12524414062,6743.08331583685,8904.03193560339,"DH_ex_Sox5/Tac1",1,"excitatory",5,"male","M4",4,"0503_M4_T"
"2707604800034100286","20240415",1441.70581054688,3749.83185720094,3485.72332007252,"MV_in_Esrrb",4,"inhibitory",14,"male","M1",3,"0415_M1_S"
"2787445900581200027","20240503",1375.44860839844,7327.90421687637,4119.04208839801,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F3",1,"0503_F3_C"
"2707604700068100243","20240415",2477.015625,7670.95211035246,5947.28774372442,"astrocyte_1",NA,NA,NA,"male","M3",3,"0415_M3_S"
"2787445900357100080","20240503",2991.06103515625,6785.99590714253,2621.34187550368,"oligodendrocyte_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2945606900000005334","20240328",1698.98596191406,1435.80194615935,5710.19288602605,"oligodendrocyte_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2656144300186100045","20240328",2713.0185546875,8616.36606367289,12491.8522142377,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0328_F2_L"
"2795903600570100068","20240613",1817.53894042969,6762.77856250951,9731.9133956476,"Schwann_cell",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2787889600413100137","20240503",4043.56665039062,6956.28961005807,8990.13425527321,"MV_ex_Syt2",4,"excitatory",14,"male","M4",4,"0503_M4_T"
"2787889600057100160","20240503",3173.81005859375,8205.69599339645,6227.72708926632,"MV_in_Esrrb",4,"inhibitory",14,"male","M5",1,"0503_M5_C"
"2796212801008100053","20240613",3734.8916015625,7126.97460042126,8669.63519397355,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2795584800173100264","20240610",3339.96020507812,8157.16069861979,5086.0141546845,"DH_ex_Cpne4",1,"excitatory",3,"female","F3",3,"0610_F3_S"
"2796212800980100248","20240613",2783.69995117188,8204.54595689848,8505.92890049177,"endothelial",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2795903600401100113","20240613",986.391784667969,3242.49520583333,8084.64741866697,"DH_in_Npy2r",1,"inhibitory",9,"male","M4",4,"0613_M4_T"
"2795903600353200105","20240613",3900.31005859375,4280.28494170544,7523.02715039466,"microglia",NA,NA,NA,"male","M5",4,"0613_M5_T"
"2787445900204100050","20240503",3470.86962890625,5306.29296947981,1378.62543086745,"astrocyte_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2795903600374100028","20240613",3628.89013671875,2926.45635449767,7701.51204865691,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2656144900563100121","20240328",2330.74658203125,10659.7922206855,5923.09588492331,"endothelial",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2787445900337100027","20240503",3886.32788085938,1129.49122317617,2445.58602654326,"astrocyte_2",NA,NA,NA,"female","F5",3,"0503_F5_S"
"2946331700000020347","20240415",2369.85083007812,11332.4595902249,3814.38161625566,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2796212800439100064","20240613",1087.74597167969,9139.83536256105,3635.60192997928,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",4,"0613_F5_T"
"2796212801012100064","20240613",1194.72583007812,8375.89506865852,8623.35752051295,"DH_in_Pdyn",1,"inhibitory",2,"female","F3",1,"0613_F3_C"
"2787889600444100216","20240503",2195.294921875,5584.80220975855,9288.50641338399,"DM_ex_Zfhx3",2,"excitatory",11,"male","M4",2,"0503_M4_L"
"2656143800054100156","20240328",2453.3603515625,2295.30610792928,3060.5207258226,"MV_in_Esrrb",4,"inhibitory",14,"male","M3",1,"0328_M3_C"
"2787889600347100126","20240503",1485.25549316406,8697.19249340845,8446.16196502792,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2707604800219100172","20240415",1330.20239257812,2695.82637855876,6003.41364088422,"endothelial",NA,NA,NA,"male","M1",4,"0415_M1_T"
"2787445900695100107","20240503",3569.71728515625,8110.18810849695,5174.58726769144,"astrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2656143800242100162","20240328",1118.27478027344,5792.12837690307,5124.28181443235,"DH_ex_Gpr83",1,"excitatory",2,"male","M3",4,"0328_M3_T"
"2656143800052100222","20240328",1864.521484375,1610.70927377307,3068.55689798674,"endothelial",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2787889600373100086","20240503",2092.0537109375,5984.07537383551,8789.87368954715,"DH_in_Npy2r",1,"inhibitory",9,"male","M4",2,"0503_M4_L"
"2707604700250100319","20240415",2483.564453125,4822.74433613903,8232.92097719834,"meninges_1",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2787445900164100094","20240503",3346.81982421875,4518.52364743879,1169.76825745974,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2707604800142100058","20240415",1533.25024414062,4600.97878997936,4675.86127982242,"endothelial",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2796212800635100072","20240613",2134.05029296875,10281.0533934217,5332.07425120234,"DH_in_Rorb",1,"inhibitory",7,"female","F5",1,"0613_F5_C"
"2795903600194100139","20240613",3740.03564453125,3399.08696917135,5858.08862392095,"astrocyte_1",NA,NA,NA,"male","M5",2,"0613_M5_L"
"2787445900821100164","20240503",1381.92297363281,2008.89073958702,6342.36466935647,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F3",3,"0503_F3_S"
"2656144300125100179","20240328",2358.56616210938,10621.0905881533,11701.4014177544,"endothelial",NA,NA,NA,"female","F2",4,"0328_F2_T"
"2656143800154100152","20240328",2266.55688476562,2255.7756986668,4183.3115521404,"oligodendrocyte_1",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2787889600443100263","20240503",1495.87170410156,5446.44386176683,9366.14448219714,"endothelial",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2787889600229100102","20240503",2727.17236328125,6041.76039112033,7491.66651088232,"MV_in_Chrna2",4,"inhibitory",19,"male","M5",4,"0503_M5_T"
"2656144300170100090","20240328",2034.50024414062,10560.6323683754,12237.431259289,"oligodendrocyte_2",NA,NA,NA,"female","F2",4,"0328_F2_T"
"2787445900387100064","20240503",895.048034667969,4799.30490302917,2818.13263482085,"DH_ex_Gpr83",1,"excitatory",2,"female","F4",4,"0503_F4_T"
"2787445900582100036","20240503",3057.4609375,7771.35002037347,4129.39256532236,"DH_in_Npy",1,"inhibitory",4,"female","F3",1,"0503_F3_C"
"2787889600456100029","20240503",1660.01220703125,9168.41214027861,9163.69619905978,"Schwann_cell",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2795584800381100069","20240610",3338.42724609375,5965.94526588765,6608.67376960003,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2787445900353100101","20240503",1657.30163574219,5566.49270048097,2656.69245261158,"DH_ex_Gpr83",1,"excitatory",2,"female","F4",4,"0503_F4_T"
"2787889600245100078","20240503",2598.94555664062,10515.0250838508,7675.68740508435,"DH_in_Pdyn",1,"inhibitory",2,"male","M4",1,"0503_M4_C"
"2795584800125200038","20240610",2998.40283203125,4927.65508328151,4641.69254941703,"MV_in_Sema5b",4,"inhibitory",15,"female","F3",4,"0610_F3_T"
"2795103300163100231","20240610",2676.759765625,6724.35506044846,1285.96417350229,"astrocyte_1",NA,NA,NA,"male","M4",2,"0610_M4_L"
"2795903600517200076","20240613",7428.751953125,6490.1785892114,9179.42412392632,"M_in_Tfap2b",3,"inhibitory",12,"male","M5",1,"0613_M5_C"
"2795103300127100120","20240610",4035.513671875,6532.63707989966,920.275809344836,"oligodendrocyte_2",NA,NA,NA,"male","M4",2,"0610_M4_L"
"2787889600267100112","20240503",4747.20361328125,6445.91985720186,7865.27564661071,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M5",4,"0503_M5_T"
"2796212800632100120","20240613",1748.07592773438,9372.34554019384,5360.73715327028,"MV_in_Sema5b",4,"inhibitory",15,"female","F5",1,"0613_F5_C"
"2707604000136100065","20240415",4184.759765625,4942.26120240554,10070.1935945049,"oligodendrocyte_2",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2787889600091100011","20240503",1235.96716308594,7784.68682285771,6302.35302543367,"oligodendrocyte_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2707604700227100029","20240415",3507.96362304688,4947.76877035896,7735.46941910824,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2795903600455100171","20240613",821.259887695312,3772.43618767022,8758.80586313814,"astrocyte_1",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2787445900620100253","20240503",2498.71752929688,7956.11022806657,4669.06724892541,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",1,"0503_F3_C"
"2787889600166100141","20240503",2231.53100585938,8450.30481545557,7085.88627907186,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2796212800945100155","20240613",3617.69873046875,7375.50089961663,8171.31866923737,"astrocyte_1",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2796212801050200059","20240613",2672.23876953125,9951.50029668957,8961.46470047976,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F4",1,"0613_F4_C"
"2707604700091100170","20240415",1488.2509765625,7215.53338487374,6145.19393162522,"DH_in_Cdh3",1,"inhibitory",10,"male","M3",3,"0415_M3_S"
"2707604700036100158","20240415",1159.5888671875,5258.90838289951,5620.06864878768,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2707604000040100253","20240415",2653.31860351562,7422.4943405629,8191.94842586431,"endothelial",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2656144300147100030","20240328",1607.71691894531,10583.9386671893,11863.5121145777,"oligodendrocyte_1",NA,NA,NA,"female","F2",4,"0328_F2_T"
"2796212800657200009","20240613",2456.8095703125,7487.09068837017,5504.82461553888,"alpha_motoneuron",NA,NA,22,"female","F4",4,"0613_F4_T"
"2787889600486100091","20240503",2786.86767578125,7477.97031284962,9506.05334537294,"oligodendrocyte_progenitor_1",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2796212800650100010","20240613",3639.74145507812,5452.96032543108,5501.45581246889,"oligodendrocyte_2",NA,NA,NA,"female","F3",2,"0613_F3_L"
"2787445900351100038","20240503",2821.77172851562,4997.51191203803,2615.64238331921,"meninges_1",NA,NA,NA,"female","F4",4,"0503_F4_T"
"2656144900529100118","20240328",2786.86279296875,8402.70529374776,5614.33693670919,"oligodendrocyte_progenitor_1",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2656144900186100123","20240328",4555.05078125,6914.26475757635,2072.9796748189,"oligodendrocyte_2",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2787889600360100197","20240503",1083.90698242188,2245.9167044037,8757.89270332735,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",3,"0503_M5_S"
"2787445900207100059","20240503",696.229553222656,6367.25716943876,1347.7467778826,"oligodendrocyte_1",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2795903600616100113","20240613",2612.53125,5027.41072991092,10352.2483134938,"oligodendrocyte_1",NA,NA,NA,"male","M4",1,"0613_M4_C"
"2787445900250100184","20240503",2770.3427734375,7939.15794823214,1846.00070530229,"oligodendrocyte_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2787445900244100077","20240503",5589.86767578125,6145.91572631348,1699.73403760363,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2707737900134200082","20240415",1074.07897949219,9618.86288380236,10794.898208756,"astrocyte_2",NA,NA,NA,"female","F1",4,"0415_F1_T"
"2787445900760100097","20240503",4674.3505859375,5630.03219254862,5631.64637911231,"oligodendrocyte_progenitor_1",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2795584800189100182","20240610",3830.10595703125,2736.76708283275,5365.99253461912,"M_in_Tfap2b",3,"inhibitory",12,"female","F3",1,"0610_F3_C"
"2656144900325100108","20240328",1907.18139648438,9508.40750817716,3385.14541930126,"astrocyte_1",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2787445900659100056","20240503",2191.53442382812,8392.53583824006,4712.93323369414,"MV_ex_Syt2",4,"excitatory",14,"female","F3",1,"0503_F3_C"
"2795103300400100052","20240610",3166.37866210938,4543.87639720133,3014.49820979816,"astrocyte_1",NA,NA,NA,"male","M5",4,"0610_M5_T"
"2787445900770100020","20240503",2042.19873046875,8572.11510508368,5686.5561267834,"meninges_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2787889600422100176","20240503",3513.59643554688,9668.88577229949,9040.3537928118,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2707604000085100209","20240415",1009.92657470703,7279.49451201016,9002.20930875337,"oligodendrocyte_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2796212800882100083","20240613",1934.0888671875,7733.97019219212,7518.07265115849,"DH_ex_Cpne4",1,"excitatory",3,"female","F3",1,"0613_F3_C"
"2796212800882100105","20240613",1842.54162597656,7798.74857327342,7543.88654778071,"DH_in_Pdyn/Gal",1,"inhibitory",5,"female","F3",1,"0613_F3_C"
"2795903600267100238","20240613",1892.57348632812,2178.14587555882,6809.54354634337,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2795584800348100087","20240610",3976.15356445312,6805.2078757158,6392.94774211489,"astrocyte_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2656143800469100187","20240328",1334.60888671875,6508.08837160375,7570.01835618673,"peripheral_glia",NA,NA,NA,"male","M3",2,"0328_M3_L"
"2656144300147100033","20240328",1243.32653808594,10378.5182982122,11865.4716794416,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F2",4,"0328_F2_T"
"2707604800014100084","20240415",2280.47094726562,4027.64055186987,2991.42502455506,"endothelial",NA,NA,NA,"male","M1",3,"0415_M1_S"
"2946331700000008218","20240415",1926.41723632812,8902.0708269818,1674.67834587081,"DH_ex_Reln/Npff",1,"excitatory",1,"female","F2",1,"0415_F2_C"
"2707604000155100066","20240415",584.392028808594,5823.17084023749,10236.3564576271,"DH_in_Npy",1,"inhibitory",4,"male","M3",4,"0415_M3_T"
"2787889600314100176","20240503",1805.1943359375,9736.53576070792,8193.04067962311,"MV_in_Gabra1",4,"inhibitory",16,"male","M4",1,"0503_M4_C"
"2787445900301100029","20240503",983.725646972656,1390.99688808798,2156.40723835636,"DH_ex_Prkcg/Cck",1,"excitatory",8,"female","F5",3,"0503_F5_S"
"2787889600134100031","20240503",2238.98388671875,9562.00648529874,6607.6236634035,"oligodendrocyte_2",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2795903600428100079","20240613",4687.34033203125,3464.32163005963,8364.31242983071,"oligodendrocyte_2",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2707737900099100108","20240415",1848.95178222656,10470.5289732447,9835.63184180553,"endothelial",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2787889600411100089","20240503",1240.412109375,6656.90196206723,9019.9069864006,"DH_in_Pdyn/Gal",1,"inhibitory",5,"male","M4",4,"0503_M4_T"
"2707737900132100020","20240415",779.498046875,8884.29684548388,10579.4971361614,"gamma_motoneuron",NA,NA,22,"female","F1",4,"0415_F1_T"
"2787889600581100124","20240503",3342.50048828125,3672.40094115748,10371.7442299134,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",3,"0503_M4_S"
"2787445900328100068","20240503",2964.55859375,9062.06314698025,2220.54573638857,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2726543700227100078","20240422",2898.75341796875,1166.26882657497,5577.88705641829,"oligodendrocyte_1",NA,NA,NA,"male","M3",1,"0422_M3_C"
"2787889600129100087","20240503",1609.58996582031,8280.30488433316,6655.70909960094,"astrocyte_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2945606900000002040","20240328",999.977355957031,1801.84076072666,4927.39980543262,"meninges_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2656144900564100021","20240328",2472.15161132812,11088.6393055929,5817.8655769543,"oligodendrocyte_2",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2707604800103100083","20240415",2793.7744140625,5541.16719939013,4130.97455378994,"DH_ex_Sox5",1,"excitatory",5,"male","M1",2,"0415_M1_L"
"2946331700000008386","20240415",2229.6435546875,9466.93987511011,1904.87302086101,"meninges_1",NA,NA,NA,"female","F2",4,"0415_F2_T"
"2795903600454100124","20240613",1645.69030761719,3579.4104468251,8684.31758813272,"astrocyte_1",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2787889600231100297","20240503",3605.87744140625,6454.97470434301,7653.11231331248,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",4,"0503_M5_T"
"2796212800529100125","20240613",1485.07751464844,7372.98446020484,4521.95381203759,"DH_in_Npy",1,"inhibitory",4,"female","F4",4,"0613_F4_T"
"2796212800954100029","20240613",909.196899414062,10099.3105470147,8031.72587224364,"DH_in_Pdyn/Gal",1,"inhibitory",5,"female","F4",1,"0613_F4_C"
"2656143800003100123","20240328",2962.89306640625,1843.63211196184,2498.17808393232,"pericyte",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2787889600313100176","20240503",3073.70703125,9317.94078268111,8189.49438551915,"astrocyte_1",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2795903600613100078","20240613",4328.3994140625,4363.9599596773,10295.9498104414,"astrocyte_1",NA,NA,NA,"male","M4",1,"0613_M4_C"
"2787889600094100218","20240503",3012.88598632812,8416.77088362887,6479.17591678139,"MV_ex_Syt2",4,"excitatory",14,"male","M5",1,"0503_M5_C"
"2946331700000003590","20240415",856.652099609375,9281.59581591375,1081.91921674635,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2787889600486100113","20240503",2112.77758789062,7320.87109368388,9534.09600405386,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2656144900327200061","20240328",4184.63427734375,10017.5183911289,3483.49582275626,"astrocyte_1",NA,NA,NA,"male","M1",4,"0328_M1_T"
"2656144900535100189","20240328",1932.82409667969,10120.4030051171,5736.95178632732,"pericyte",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2795903600220100034","20240613",4529.423828125,3454.23335353698,6023.70648324682,"astrocyte_1",NA,NA,NA,"male","M5",2,"0613_M5_L"
"2707604800382100113","20240415",2362.23828125,1221.57350145036,8104.36186267145,"MV_in_Sema5b",4,"inhibitory",15,"male","M1",1,"0415_M1_C"
"2795584800436100321","20240610",1265.41455078125,1177.97730659107,7395.54027241412,"DH_in_Pdyn/Gal",1,"inhibitory",5,"female","F4",1,"0610_F4_C"
"2656143800052100227","20240328",902.532287597656,1590.41907212162,3069.9181891153,"astrocyte_1",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2795584800419100238","20240610",4340.50634765625,6700.71898793825,7033.87540848326,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2707737900112100028","20240415",3711.4345703125,10717.1642928344,10030.5415007622,"endothelial",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2707604700067100194","20240415",1967.48205566406,7248.52578931925,5916.49428443005,"MV_ex_Shox2",4,"excitatory",18,"male","M3",3,"0415_M3_S"
"2707604700083100228","20240415",2246.16552734375,5152.6071650339,6193.34206917335,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2795584800089100218","20240610",2430.03295898438,4786.76513248699,4536.94271293364,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",4,"0610_F3_T"
"2796212800537200010","20240613",3663.35815429688,9595.34279013053,4441.9507778124,"peripheral_glia",NA,NA,NA,"female","F5",1,"0613_F5_C"
"2796212800408200068","20240613",5217.6962890625,9331.91293964908,3357.54564887495,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",4,"0613_F5_T"
